53,Hyacinthie,Alarcón,15000.000000,FirstClass,MM0987B,En Horario
54,Julina,Gallardo,33000.000000,FirstClass,MM0987B,En Horario
55,Corina,Ortiz,37000.000000,FirstClass,MM0987B,En Horario
56,Bernardine,Garrido,33000.000000,FirstClass,MM0987B,En Horario
57,Homer,Salazar,18000.000000,FirstClass,MM0987B,En Horario
58,Lianna,Guzmán,12000.000000,FirstClass,MM0987B,En Horario
59,Celene,Henríquez,50000.000000,FirstClass,MM0987B,En Horario
60,Kori,Saavedra,50000.000000,FirstClass,MM0987B,En Horario
61,Deeyn,Navarro,20000.000000,FirstClass,MM0987B,En Horario
62,Marysa,Aguilera,20000.000000,FirstClass,MM0987B,En Horario
63,Loy,Parra,15000.000000,FirstClass,MM0987B,En Horario
64,Gabbey,Romero,37000.000000,FirstClass,MM0987B,En Horario
65,Star,Aravena,33000.000000,FirstClass,MM0987B,En Horario
66,Dominica,Vargas,33000.000000,FirstClass,IB0800A,Aterrizado
67,Blanch,Vázquez,15000.000000,FirstClass,IB0800A,Aterrizado
68,Cristobal,Cáceres,15000.000000,FirstClass,IB0800A,Aterrizado
69,Paulita,Yáñez,50000.000000,FirstClass,IB0800A,Aterrizado
70,Sayre,Leiva,33000.000000,FirstClass,IB0800A,Aterrizado
71,Shaughn,Escobar,15000.000000,FirstClass,IB0800A,Aterrizado
72,Katrine,Ruiz,25000.000000,FirstClass,IB0800A,Aterrizado
73,Cristi,Valdés,42000.000000,FirstClass,IB0800A,Aterrizado
74,Cristie,Vidal,25000.000000,ExecutiveClass,IB0800A,Aterrizado
75,Solomon,Salinas,10000.000000,ExecutiveClass,IB0800A,Aterrizado
76,Nananne,Zúñiga,33000.000000,ExecutiveClass,IB0800A,Aterrizado
77,Sacha,Peña,25000.000000,ExecutiveClass,IB0800A,Aterrizado
78,Morse,Godoy,25000.000000,ExecutiveClass,IB0800A,Aterrizado
79,Roland,Lagos,25000.000000,ExecutiveClass,IB0800A,Aterrizado
80,Jesselyn,Maldonado,30000.000000,ExecutiveClass,IB0800A,Aterrizado
81,Kylila,Bustos,12000.000000,ExecutiveClass,IB0800A,Aterrizado
82,Kendre,Medina,25000.000000,ExecutiveClass,IB0800A,Aterrizado
83,Lesya,Pino,15000.000000,ExecutiveClass,IB0800A,Aterrizado
84,Tatiania,Palma,20000.000000,ExecutiveClass,IB0800A,Aterrizado
85,Trenton,Moreno,12000.000000,ExecutiveClass,IB0800A,Aterrizado
86,Angie,Sanhueza,20000.000000,FirstClass,MM0987B,En Horario
87,Joelle,Carvajal,37000.000000,FirstClass,MM0987B,En Horario
88,George,Navarrete,30000.000000,ExecutiveClass,MM0987B,En Horario
89,Guenevere,Sáez,30000.000000,ExecutiveClass,MM0987B,En Horario
90,Margaretha,Alvarado,10000.000000,ExecutiveClass,MM0987B,En Horario
91,Sully,Donoso,15000.000000,ExecutiveClass,MM0987B,En Horario
92,Lonni,Poblete,50000.000000,ExecutiveClass,MM0987B,En Horario
93,Nicky,Bustamante,42000.000000,ExecutiveClass,MM0987B,En Horario
94,My,Toro,18000.000000,ExecutiveClass,MM0987B,En Horario
95,Kyrstin,Ortega,37000.000000,ExecutiveClass,IB0800A,Aterrizado
96,Martino,Venegas,15000.000000,ExecutiveClass,IB0800A,Aterrizado
97,Marcellus,Guerrero,50000.000000,ExecutiveClass,IB0800A,Aterrizado
98,Jacquelin,Mendoza,30000.000000,ExecutiveClass,IB0800A,Aterrizado
99,Aleda,Farías,50000.000000,ExecutiveClass,IB0800A,Aterrizado
100,Georgeta,San Martín,10000.000000,ExecutiveClass,IB0800A,Aterrizado
101,Marcille,González,10000.000000,ExecutiveClass,IB0800A,Aterrizado
102,Ertha,Fernández,10000.000000,ExecutiveClass,IB0800A,Aterrizado
103,Desiri,Rodríguez,25000.000000,ExecutiveClass,MM0987B,En Horario
104,Geneva,López,33000.000000,ExecutiveClass,MM0987B,En Horario
105,Kilian,Martínez,42000.000000,ExecutiveClass,MM0987B,En Horario
106,Nance,Sánchez,10000.000000,ExecutiveClass,MM0987B,En Horario
107,Gaven,Pérez,10000.000000,ExecutiveClass,MM0987B,En Horario
108,Carlie,Gómez,10000.000000,ExecutiveClass,MM0987B,En Horario
109,Trixie,Martín,42000.000000,ExecutiveClass,IB0800A,Aterrizado
110,Dominick,Jiménez,30000.000000,ExecutiveClass,IB0800A,Aterrizado
111,Petey,Ruiz,15000.000000,ExecutiveClass,IB0800A,Aterrizado
112,Tersina,Hernández,30000.000000,ExecutiveClass,IB0800A,Aterrizado
113,Johnathon,Díaz,15000.000000,ExecutiveClass,IB0800A,Aterrizado
114,Freddie,Moreno,12000.000000,ExecutiveClass,IB0800A,Aterrizado
115,Harmon,Álvarez,50000.000000,ExecutiveClass,IB0800A,Aterrizado
116,Tracey,Muñoz,20000.000000,ExecutiveClass,IB0800A,Aterrizado
117,Cherrita,Romero,33000.000000,ExecutiveClass,MM0987B,En Horario
118,Stu,Alonso,12000.000000,ExecutiveClass,MM0987B,En Horario
119,Glenda,Gutiérrez,37000.000000,ExecutiveClass,MM0987B,En Horario
120,Lorettalorna,Navarro,25000.000000,ExecutiveClass,MM0987B,En Horario
121,Patrizio,Torres,15000.000000,ExecutiveClass,IB0800A,Aterrizado
122,Linda,Domínguez,30000.000000,ExecutiveClass,IB0800A,Aterrizado
123,Pippa,Vázquez,20000.000000,ExecutiveClass,IB0800A,Aterrizado
124,Pen,Ramos,18000.000000,EconomyClass,IB0800A,Aterrizado
125,Esteban,González,15000.000000,EconomyClass,IB0800A,Aterrizado
126,Fonzie,Muñoz,15000.000000,EconomyClass,IB0800A,Aterrizado
127,Cindelyn,Rojas,12000.000000,EconomyClass,IB0800A,Aterrizado
128,Zacharie,Díaz,30000.000000,ExecutiveClass,BA2491A,Aterrizado
129,Vina,Pérez,42000.000000,ExecutiveClass,BA2491A,Aterrizado
130,Omero,Soto,10000.000000,ExecutiveClass,BA2491A,Aterrizado
131,Tom,Contreras,33000.000000,ExecutiveClass,BA2491A,Aterrizado
132,Dante,Silva,30000.000000,ExecutiveClass,BA2491A,Aterrizado
133,Cordy,Martínez,18000.000000,ExecutiveClass,BA2491A,Aterrizado
134,Stephenie,Sepúlveda,50000.000000,ExecutiveClass,BA2491A,Aterrizado
135,Dunstan,Morales,20000.000000,ExecutiveClass,BA2491A,Aterrizado
136,Gideon,Rodríguez,15000.000000,ExecutiveClass,BA2491A,Aterrizado
137,Johnette,López,10000.000000,ExecutiveClass,BA2491A,Aterrizado
138,Brynn,Fuentes,50000.000000,ExecutiveClass,BA2491A,Aterrizado
139,Yankee,Hernández,42000.000000,ExecutiveClass,BA2491A,Aterrizado
140,Corbin,Torres,42000.000000,ExecutiveClass,BA2491A,Aterrizado
141,Coreen,Araya,18000.000000,EconomyClass,IB0800A,Aterrizado
142,Tanya,Flores,30000.000000,EconomyClass,IB0800A,Aterrizado
143,Jenna,Espinoza,25000.000000,EconomyClass,IB0800A,Aterrizado
144,Flora,Valenzuela,33000.000000,EconomyClass,IB0800A,Aterrizado
145,Dianna,Castillo,20000.000000,EconomyClass,IB0800A,Aterrizado
146,Armand,Tapia,15000.000000,EconomyClass,IB0800A,Aterrizado
147,Gustie,Reyes,42000.000000,EconomyClass,IB0800A,Aterrizado
148,Benton,Gutiérrez,12000.000000,EconomyClass,IB0800A,Aterrizado
149,Lena,Castro,25000.000000,EconomyClass,IB0800A,Aterrizado
150,Dot,Pizarro,18000.000000,EconomyClass,IB0800A,Aterrizado
151,Meryl,Álvarez,12000.000000,EconomyClass,IB0800A,Aterrizado
152,Babbie,Vásquez,15000.000000,EconomyClass,IB0800A,Aterrizado
153,Byram,Sánchez,42000.000000,EconomyClass,IB0800A,Aterrizado
154,Bertine,Fernández,25000.000000,EconomyClass,IB0800A,Aterrizado
155,Osbert,Ramírez,42000.000000,EconomyClass,IB0800A,Aterrizado
156,Tanny,Carrasco,42000.000000,EconomyClass,IB0800A,Aterrizado
157,Maryjo,Gómez,12000.000000,EconomyClass,IB0800A,Aterrizado
158,Clarie,Cortés,42000.000000,EconomyClass,IB0800A,Aterrizado
159,Kipp,Herrera,15000.000000,EconomyClass,IB0800A,Aterrizado
160,Leonie,Núñez,50000.000000,EconomyClass,IB0800A,Aterrizado
161,Ferdie,Jara,15000.000000,EconomyClass,IB0800A,Aterrizado
162,Ofella,Vergara,50000.000000,EconomyClass,IB0800A,Aterrizado
163,Pascale,Rivera,15000.000000,EconomyClass,IB0800A,Aterrizado
164,Cathrin,Figueroa,30000.000000,EconomyClass,IB0800A,Aterrizado
165,Sib,Riquelme,33000.000000,EconomyClass,IB0800A,Aterrizado
166,Darleen,García,42000.000000,EconomyClass,IB0800A,Aterrizado
167,Didi,Miranda,15000.000000,EconomyClass,IB0800A,Aterrizado
168,Lodovico,Bravo,18000.000000,EconomyClass,IB0800A,Aterrizado
169,Farley,Vera,12000.000000,EconomyClass,IB0800A,Aterrizado
170,Devi,Molina,25000.000000,EconomyClass,IB0800A,Aterrizado
171,Clair,Vega,37000.000000,EconomyClass,IB0800A,Aterrizado
172,Addy,Campos,33000.000000,EconomyClass,IB0800A,Aterrizado
173,Brandon,Sandoval,18000.000000,EconomyClass,IB0800A,Aterrizado
174,Prentiss,Orellana,30000.000000,EconomyClass,IB0800A,Aterrizado
175,Lorant,Cárdenas,50000.000000,ExecutiveClass,MM0987B,En Horario
176,Wanids,Olivares,30000.000000,ExecutiveClass,MM0987B,En Horario
177,Robbi,Alarcón,10000.000000,ExecutiveClass,MM0987B,En Horario
178,Mellicent,Gallardo,50000.000000,ExecutiveClass,MM0987B,En Horario
179,Lynea,Ortiz,20000.000000,ExecutiveClass,MM0987B,En Horario
180,Nial,Garrido,15000.000000,ExecutiveClass,MM0987B,En Horario
181,Guillaume,Salazar,37000.000000,ExecutiveClass,MM0987B,En Horario
182,Loutitia,Guzmán,25000.000000,ExecutiveClass,MM0987B,En Horario
183,Ruthe,Henríquez,30000.000000,ExecutiveClass,MM0987B,En Horario
184,Eric,Saavedra,50000.000000,ExecutiveClass,MM0987B,En Horario
185,Marcellus,Navarro,30000.000000,ExecutiveClass,MM0987B,En Horario
186,Ian,Aguilera,42000.000000,ExecutiveClass,MM0987B,En Horario
187,Sebastien,Parra,37000.000000,ExecutiveClass,MM0987B,En Horario
188,Scarface,Romero,50000.000000,ExecutiveClass,MM0987B,En Horario
189,Maible,Aravena,18000.000000,ExecutiveClass,MM0987B,En Horario
190,Waldon,Vargas,30000.000000,ExecutiveClass,MM0987B,En Horario
191,Bethina,Vázquez,15000.000000,ExecutiveClass,MM0987B,En Horario
192,Farand,Cáceres,42000.000000,ExecutiveClass,MM0987B,En Horario
193,Zolly,Yáñez,25000.000000,ExecutiveClass,MM0987B,En Horario
194,Philipa,Leiva,42000.000000,FirstClass,TU6789B,Aterrizado
195,Roderigo,Escobar,20000.000000,ExecutiveClass,BA2491A,Aterrizado
196,Otho,Ruiz,20000.000000,ExecutiveClass,BA2491A,Aterrizado
197,Alasteir,Valdés,20000.000000,ExecutiveClass,BA2491A,Aterrizado
198,Eleonora,Vidal,42000.000000,EconomyClass,BA2491A,Aterrizado
199,Eliot,Salinas,12000.000000,EconomyClass,BA2491A,Aterrizado
200,Alana,Zúñiga,30000.000000,EconomyClass,BA2491A,Aterrizado
201,Odey,Peña,20000.000000,EconomyClass,BA2491A,Aterrizado
202,Yorke,Godoy,15000.000000,EconomyClass,BA2491A,Aterrizado
203,Cissiee,Lagos,18000.000000,EconomyClass,BA2491A,Aterrizado
204,Jillana,Maldonado,18000.000000,EconomyClass,BA2491A,Aterrizado
205,Mallorie,Bustos,30000.000000,FirstClass,TU6789B,Aterrizado
206,Borden,Medina,12000.000000,FirstClass,TU6789B,Aterrizado
207,Maddie,Pino,33000.000000,FirstClass,TU6789B,Aterrizado
208,Weider,Palma,50000.000000,FirstClass,TU6789B,Aterrizado
209,Asia,Moreno,37000.000000,FirstClass,TU6789B,Aterrizado
210,Sayres,Sanhueza,10000.000000,FirstClass,TU6789B,Aterrizado
211,Marcile,Carvajal,30000.000000,FirstClass,TU6789B,Aterrizado
212,Thomasina,Navarrete,42000.000000,FirstClass,TU6789B,Aterrizado
213,Darwin,Sáez,18000.000000,FirstClass,TU6789B,Aterrizado
214,Nicolina,Alvarado,30000.000000,FirstClass,TU6789B,Aterrizado
215,Nita,Donoso,12000.000000,FirstClass,TU6789B,Aterrizado
216,Nikoletta,Poblete,12000.000000,FirstClass,TU6789B,Aterrizado
217,Dwight,Bustamante,42000.000000,FirstClass,TU6789B,Aterrizado
218,Romola,Toro,50000.000000,FirstClass,TU6789B,Aterrizado
219,Kaile,Ortega,33000.000000,FirstClass,TU6789B,Aterrizado
220,Mozes,Venegas,25000.000000,FirstClass,TU6789B,Aterrizado
221,Aylmer,Guerrero,33000.000000,FirstClass,TU6789B,Aterrizado
222,Marina,Mendoza,12000.000000,FirstClass,TU6789B,Aterrizado
223,Enrico,Farías,50000.000000,FirstClass,TU6789B,Aterrizado
224,Zonda,San Martín,33000.000000,FirstClass,TU6789B,Aterrizado
225,Adriano,González,33000.000000,FirstClass,TU6789B,Aterrizado
226,Trula,Fernández,30000.000000,FirstClass,TU6789B,Aterrizado
227,Adel,Rodríguez,30000.000000,FirstClass,TU6789B,Aterrizado
228,Jeniece,López,15000.000000,FirstClass,TU6789B,Aterrizado
229,Tabina,Martínez,10000.000000,FirstClass,TU6789B,Aterrizado
230,Liana,Sánchez,33000.000000,FirstClass,TU6789B,Aterrizado
231,Marmaduke,Pérez,10000.000000,EconomyClass,BA2491A,Aterrizado
232,Alla,Gómez,30000.000000,EconomyClass,BA2491A,Aterrizado
233,Peter,Martín,12000.000000,EconomyClass,BA2491A,Aterrizado
234,Pietro,Jiménez,18000.000000,EconomyClass,BA2491A,Aterrizado
235,Hiram,Ruiz,20000.000000,EconomyClass,BA2491A,Aterrizado
236,Anastasia,Hernández,18000.000000,EconomyClass,BA2491A,Aterrizado
237,Cathleen,Díaz,10000.000000,FirstClass,TU6789B,Aterrizado
238,Leeanne,Moreno,15000.000000,FirstClass,TU6789B,Aterrizado
239,Chet,Álvarez,42000.000000,FirstClass,TU6789B,Aterrizado
240,Billie,Muñoz,37000.000000,FirstClass,TU6789B,Aterrizado
241,Alexandra,Romero,42000.000000,FirstClass,TU6789B,Aterrizado
242,Broddie,Alonso,42000.000000,ExecutiveClass,TU6789B,Aterrizado
243,Brigham,Gutiérrez,25000.000000,ExecutiveClass,TU6789B,Aterrizado
244,Cal,Navarro,42000.000000,ExecutiveClass,TU6789B,Aterrizado
245,Donal,Torres,18000.000000,ExecutiveClass,TU6789B,Aterrizado
246,Adam,Domínguez,20000.000000,ExecutiveClass,TU6789B,Aterrizado
247,Dotty,Vázquez,42000.000000,ExecutiveClass,TU6789B,Aterrizado
248,Maynard,Ramos,18000.000000,ExecutiveClass,TU6789B,Aterrizado
249,Jessee,González,30000.000000,ExecutiveClass,TU6789B,Aterrizado
250,Tiphani,Muñoz,42000.000000,ExecutiveClass,TU6789B,Aterrizado
251,Jenna,Rojas,30000.000000,ExecutiveClass,TU6789B,Aterrizado
252,Karlotte,Díaz,20000.000000,EconomyClass,BA2491A,Aterrizado
253,Norene,Pérez,25000.000000,EconomyClass,BA2491A,Aterrizado
254,Morris,Soto,10000.000000,EconomyClass,BA2491A,Aterrizado
255,Yuri,Contreras,25000.000000,EconomyClass,BA2491A,Aterrizado
256,Gusty,Silva,10000.000000,EconomyClass,BA2491A,Aterrizado
257,Jori,Martínez,12000.000000,EconomyClass,BA2491A,Aterrizado
258,Sydelle,Sepúlveda,30000.000000,EconomyClass,BA2491A,Aterrizado
259,Merrile,Morales,50000.000000,EconomyClass,BA2491A,Aterrizado
260,Tadd,Rodríguez,50000.000000,ExecutiveClass,TU6789B,Aterrizado
261,Josiah,López,10000.000000,ExecutiveClass,TU6789B,Aterrizado
262,Melisa,Fuentes,12000.000000,ExecutiveClass,TU6789B,Aterrizado
263,Orelee,Hernández,20000.000000,ExecutiveClass,TU6789B,Aterrizado
264,Stephen,Torres,37000.000000,ExecutiveClass,TU6789B,Aterrizado
265,Blair,Araya,50000.000000,ExecutiveClass,TU6789B,Aterrizado
266,Arel,Flores,30000.000000,ExecutiveClass,TU6789B,Aterrizado
267,Abbie,Espinoza,25000.000000,ExecutiveClass,TU6789B,Aterrizado
268,Channa,Valenzuela,50000.000000,ExecutiveClass,TU6789B,Aterrizado
269,Shirl,Castillo,20000.000000,ExecutiveClass,TU6789B,Aterrizado
270,Edlin,Tapia,20000.000000,ExecutiveClass,TU6789B,Aterrizado
271,Larina,Reyes,18000.000000,ExecutiveClass,TU6789B,Aterrizado
272,Duncan,Gutiérrez,37000.000000,ExecutiveClass,TU6789B,Aterrizado
273,Bond,Castro,10000.000000,ExecutiveClass,TU6789B,Aterrizado
274,Dyann,Pizarro,50000.000000,ExecutiveClass,TU6789B,Aterrizado
275,Charmian,Álvarez,15000.000000,ExecutiveClass,TU6789B,Aterrizado
276,Dru,Vásquez,50000.000000,ExecutiveClass,TU6789B,Aterrizado
277,Kiel,Sánchez,50000.000000,ExecutiveClass,TU6789B,Aterrizado
278,Emory,Fernández,15000.000000,ExecutiveClass,TU6789B,Aterrizado
279,Alberik,Ramírez,50000.000000,ExecutiveClass,TU6789B,Aterrizado
280,Koenraad,Carrasco,20000.000000,ExecutiveClass,TU6789B,Aterrizado
281,Rafaellle,Gómez,50000.000000,ExecutiveClass,TU6789B,Aterrizado
282,Edie,Cortés,25000.000000,ExecutiveClass,TU6789B,Aterrizado
283,Osbert,Herrera,15000.000000,ExecutiveClass,TU6789B,Aterrizado
284,Sidonia,Núñez,10000.000000,ExecutiveClass,TU6789B,Aterrizado
285,Bartel,Jara,37000.000000,ExecutiveClass,TU6789B,Aterrizado
286,Jodi,Vergara,30000.000000,EconomyClass,BA2491A,Aterrizado
287,Ofelia,Rivera,30000.000000,EconomyClass,BA2491A,Aterrizado
288,Dudley,Figueroa,42000.000000,EconomyClass,BA2491A,Aterrizado
289,Dulcea,Riquelme,25000.000000,EconomyClass,BA2491A,Aterrizado
290,Gordon,García,25000.000000,EconomyClass,BA2491A,Aterrizado
291,Chalmers,Miranda,10000.000000,EconomyClass,BA2491A,Aterrizado
292,Christiano,Bravo,50000.000000,EconomyClass,BA2491A,Aterrizado
293,Russell,Vera,50000.000000,EconomyClass,BA2491A,Aterrizado
294,Cleo,Molina,50000.000000,EconomyClass,BA2491A,Aterrizado
295,Catriona,Vega,42000.000000,ExecutiveClass,TU6789B,Aterrizado
296,Leigh,Campos,37000.000000,ExecutiveClass,TU6789B,Aterrizado
297,Ddene,Sandoval,12000.000000,ExecutiveClass,TU6789B,Aterrizado
298,Sayre,Orellana,18000.000000,EconomyClass,TU6789B,Aterrizado
299,Jody,Cárdenas,33000.000000,EconomyClass,TU6789B,Aterrizado
300,Zabrina,Olivares,12000.000000,EconomyClass,TU6789B,Aterrizado
301,Cos,Alarcón,30000.000000,EconomyClass,TU6789B,Aterrizado
302,Ron,Gallardo,20000.000000,EconomyClass,TU6789B,Aterrizado
303,Charin,Ortiz,12000.000000,EconomyClass,TU6789B,Aterrizado
304,Coleman,Garrido,33000.000000,EconomyClass,TU6789B,Aterrizado
305,Jacinda,Salazar,50000.000000,EconomyClass,TU6789B,Aterrizado
306,Silvan,Guzmán,12000.000000,EconomyClass,TU6789B,Aterrizado
307,Renie,Henríquez,33000.000000,EconomyClass,TU6789B,Aterrizado
308,Davide,Saavedra,42000.000000,EconomyClass,TU6789B,Aterrizado
309,Ernestus,Navarro,12000.000000,EconomyClass,TU6789B,Aterrizado
310,Brnaba,Aguilera,37000.000000,EconomyClass,TU6789B,Aterrizado
311,Tabor,Parra,37000.000000,EconomyClass,TU6789B,Aterrizado
312,Lenci,Romero,42000.000000,EconomyClass,TU6789B,Aterrizado
313,Franchot,Aravena,12000.000000,EconomyClass,TU6789B,Aterrizado
314,Charisse,Vargas,50000.000000,EconomyClass,TU6789B,Aterrizado
315,Timothea,Vázquez,20000.000000,EconomyClass,TU6789B,Aterrizado
316,Angelika,Cáceres,50000.000000,EconomyClass,BA2491A,Aterrizado
317,Web,Yáñez,37000.000000,EconomyClass,BA2491A,Aterrizado
318,Urban,Leiva,10000.000000,EconomyClass,BA2491A,Aterrizado
319,Fan,Escobar,18000.000000,EconomyClass,BA2491A,Aterrizado
320,Donaugh,Ruiz,12000.000000,EconomyClass,BA2491A,Aterrizado
321,Wilona,Valdés,25000.000000,EconomyClass,BA2491A,Aterrizado
322,Richard,Vidal,42000.000000,EconomyClass,BA2491A,Aterrizado
323,Hilary,Salinas,37000.000000,EconomyClass,BA2491A,Aterrizado
324,Ad,Zúñiga,33000.000000,EconomyClass,BA2491A,Aterrizado
325,Maynord,Peña,42000.000000,EconomyClass,BA2491A,Aterrizado
326,Lina,Godoy,12000.000000,EconomyClass,TU6789B,Aterrizado
327,Nerty,Lagos,20000.000000,EconomyClass,TU6789B,Aterrizado
328,Matias,Maldonado,33000.000000,EconomyClass,TU6789B,Aterrizado
329,Urbano,Bustos,50000.000000,EconomyClass,TU6789B,Aterrizado
330,Rosemarie,Medina,33000.000000,EconomyClass,TU6789B,Aterrizado
331,Booth,Pino,15000.000000,EconomyClass,TU6789B,Aterrizado
332,Eden,Palma,18000.000000,EconomyClass,TU6789B,Aterrizado
333,Cornie,Moreno,15000.000000,EconomyClass,TU6789B,Aterrizado
334,Isak,Sanhueza,20000.000000,EconomyClass,TU6789B,Aterrizado
335,Rand,Carvajal,20000.000000,EconomyClass,TU6789B,Aterrizado
336,Dominique,Navarrete,37000.000000,EconomyClass,TU6789B,Aterrizado
337,Lira,Sáez,30000.000000,EconomyClass,TU6789B,Aterrizado
338,Filbert,Alvarado,20000.000000,EconomyClass,TU6789B,Aterrizado
339,Nona,Donoso,30000.000000,EconomyClass,TU6789B,Aterrizado
340,Melloney,Poblete,33000.000000,EconomyClass,TU6789B,Aterrizado
341,Rafaello,Bustamante,37000.000000,EconomyClass,TU6789B,Aterrizado
342,Floria,Toro,12000.000000,EconomyClass,TU6789B,Aterrizado
343,Johannes,Ortega,18000.000000,EconomyClass,TU6789B,Aterrizado
344,Genevra,Venegas,10000.000000,EconomyClass,TU6789B,Aterrizado
345,Aldric,Guerrero,50000.000000,EconomyClass,TU6789B,Aterrizado
346,Janeta,Mendoza,10000.000000,EconomyClass,TU6789B,Aterrizado
347,Tarra,Farías,12000.000000,EconomyClass,TU6789B,Aterrizado
348,Jefferey,San Martín,33000.000000,EconomyClass,TU6789B,Aterrizado
349,Cassie,González,50000.000000,EconomyClass,TU6789B,Aterrizado
350,Maiga,Fernández,20000.000000,EconomyClass,TU6789B,Aterrizado
351,Heddi,Rodríguez,20000.000000,EconomyClass,TU6789B,Aterrizado
352,Marieann,López,50000.000000,EconomyClass,TU6789B,Aterrizado
353,Carita,Martínez,42000.000000,EconomyClass,TU6789B,Aterrizado
354,Kurtis,Sánchez,50000.000000,EconomyClass,TU6789B,Aterrizado
355,Wilfred,Pérez,20000.000000,EconomyClass,TU6789B,Aterrizado
356,Isabelle,Gómez,20000.000000,EconomyClass,TU6789B,Aterrizado
357,Nisse,Martín,37000.000000,EconomyClass,TU6789B,Aterrizado
358,Ula,Jiménez,50000.000000,EconomyClass,TU6789B,Aterrizado
359,Tully,Ruiz,18000.000000,EconomyClass,TU6789B,Aterrizado
360,Honor,Hernández,30000.000000,EconomyClass,TU6789B,Aterrizado
361,Sinclair,Díaz,50000.000000,EconomyClass,TU6789B,Aterrizado
362,Buddy,Moreno,50000.000000,EconomyClass,TU6789B,Aterrizado
363,Neilla,Álvarez,50000.000000,EconomyClass,TU6789B,Aterrizado
364,Junie,Muñoz,20000.000000,EconomyClass,TU6789B,Aterrizado
365,Neely,Romero,20000.000000,EconomyClass,TU6789B,Aterrizado
366,Klarrisa,Alonso,18000.000000,EconomyClass,TU6789B,Aterrizado
367,Maryellen,Gutiérrez,37000.000000,EconomyClass,TU6789B,Aterrizado
